product_id,product_name,category,price,rating,discount_percent,date,period
052693db,Lenovo ThinkPad,Mobiles,7340,3.3,56,2026-03-15 04:25:40.089191,last_90_days
93a9743c,JBL Speaker,Electronics,2953,4.6,47,2026-03-15 04:25:40.089191,last_90_days
4b441730,iPhone 13,Cameras,53760,4.7,35,2026-03-15 04:25:40.089191,last_90_days
69b2d187,Sony Headphones,Accessories,52969,4.9,11,2026-03-15 04:25:40.089191,last_90_days
8af8fbd8,Dell Inspiron Laptop,Laptops,21637,3.1,9,2026-03-15 04:25:40.089191,last_90_days
6841b073,Sony Headphones,Cameras,23651,4.5,7,2026-03-15 04:25:40.089191,last_90_days
32ac5b89,Apple Watch,Cameras,22011,3.9,51,2026-03-15 04:25:40.076593,last_30_days
e495f52d,OnePlus 10,Accessories,45943,4.0,55,2026-03-15 04:25:40.076593,last_30_days
901bae37,iPhone 13,Mobiles,32553,3.1,28,2026-03-15 04:25:40.076593,last_30_days
8c94f5c5,Sony Headphones,Accessories,73369,4.5,20,2026-03-15 04:25:40.076593,last_30_days
4c916e82,Redmi Note 13,Electronics,38748,5.0,35,2026-03-15 04:25:40.076593,last_30_days
5730952b,Lenovo ThinkPad,Laptops,41256,3.6,36,2026-03-15 04:25:40.076593,last_30_days
a17125d0,Canon Camera,Laptops,34503,4.8,30,2026-03-15 04:25:40.076593,last_30_days
01ccd5d3,Samsung Galaxy S23,Mobiles,75755,4.3,14,2026-03-15 04:25:40.076593,last_30_days
09e27c29,Sony Headphones,Laptops,67911,4.6,33,2026-03-15 04:25:40.076593,last_30_days
3939abc9,Smart Watch,Cameras,43978,3.1,9,2026-03-15 04:25:40.076593,last_30_days
d9df0da8,Apple Watch,Mobiles,77256,3.1,59,2026-03-15 04:25:40.076593,last_30_days
ba688964,Adidas Backpack,Fashion,15944,4.0,29,2026-03-15 04:25:40.076593,last_30_days
bcc0b1e9,Samsung Galaxy S23,Electronics,62322,4.9,32,2026-03-15 04:25:40.076593,last_30_days
b1a89001,Canon Camera,Mobiles,34292,3.1,45,2026-03-15 04:25:40.076593,last_30_days
62189a9d,iPhone 14,Cameras,28123,3.8,11,2026-03-15 04:25:40.076593,last_30_days
2ad19b5c,iPhone 14,Fashion,18365,3.7,35,2026-03-15 04:25:40.076593,last_30_days
61b7cb87,Nike Shoes,Laptops,25216,3.8,40,2026-03-15 04:25:40.076593,last_30_days
0f2f021c,OnePlus 10,Laptops,77137,3.2,55,2026-03-15 04:25:40.076593,last_30_days
75c995c8,iPhone 13,Laptops,78587,3.0,13,2026-03-15 04:25:40.076593,last_30_days
d039618f,Sony Headphones,Fashion,69548,3.1,15,2026-03-15 04:25:40.076593,last_30_days
388ac267,Apple Watch,Fashion,35478,4.2,44,2026-03-15 04:25:40.076593,last_30_days
8cbe3e5d,OnePlus 10,Accessories,77873,4.8,17,2026-03-15 04:25:40.076593,last_30_days
0ea77919,Smart Watch,Accessories,65858,4.1,5,2026-03-15 04:25:40.076593,last_30_days
0f99d9ad,Apple Watch,Fashion,53478,4.7,59,2026-03-15 04:25:40.076593,last_30_days
8675707c,Realme Narzo,Accessories,77853,3.8,25,2026-03-15 04:25:40.076593,last_30_days
bf4be77e,iPhone 13,Cameras,51681,3.5,49,2026-03-15 04:25:40.076593,last_30_days
6632b9a4,OnePlus 10,Cameras,7048,4.8,57,2026-03-15 04:25:40.076593,last_30_days
45fc59f3,HP Pavilion Laptop,Laptops,46552,3.6,33,2026-03-15 04:25:40.076593,last_30_days
0c2ee9c6,JBL Speaker,Cameras,36325,3.8,40,2026-03-15 04:25:40.076593,last_30_days
fc648cb6,Samsung Galaxy S22,Cameras,7427,4.7,36,2026-03-15 04:25:40.076593,last_30_days
0ce08783,Canon Camera,Fashion,3414,5.0,29,2026-03-15 04:25:40.076593,last_30_days
30b0a95b,Sony Headphones,Electronics,40548,3.6,10,2026-03-15 04:25:40.076593,last_30_days
2a66d6ce,HP Pavilion Laptop,Laptops,31365,4.2,20,2026-03-15 04:25:40.076593,last_30_days
5fb2e22e,Sony Headphones,Mobiles,2243,3.3,35,2026-03-15 04:25:40.076593,last_30_days
74262e9b,OnePlus 10,Cameras,55892,3.7,14,2026-03-15 04:25:40.068908,last_7_days
1b08a8eb,Dell Inspiron Laptop,Fashion,23916,4.0,11,2026-03-15 04:25:40.068908,last_7_days
650ac924,Samsung Galaxy S22,Laptops,40806,3.5,20,2026-03-15 04:25:40.068908,last_7_days
0505c465,Realme Narzo,Mobiles,4617,4.7,9,2026-03-15 04:25:40.068908,last_7_days
53eb447c,Samsung Galaxy S22,Mobiles,53272,4.5,56,2026-03-15 04:25:40.068908,last_7_days
b4a24e9f,Samsung Galaxy S23,Electronics,22298,3.8,35,2026-03-15 04:25:40.068908,last_7_days
bdf2b646,Lenovo ThinkPad,Mobiles,7072,4.2,37,2026-03-15 04:25:40.068908,last_7_days
773507a2,Smart Watch,Fashion,74292,5.0,9,2026-03-15 04:25:40.068908,last_7_days
043ad57b,Samsung Galaxy S23,Cameras,56018,4.7,7,2026-03-15 04:25:40.068908,last_7_days
1a00b661,Lenovo ThinkPad,Electronics,34835,3.3,33,2026-03-15 04:25:40.068908,last_7_days
9e942aa0,Boat Earbuds,Electronics,33206,4.3,27,2026-03-15 04:25:40.068908,last_7_days
40a7753e,Samsung Galaxy S22,Fashion,57459,3.7,55,2026-03-15 04:25:40.068908,last_7_days
475f963a,Samsung Galaxy S22,Accessories,29183,3.4,49,2026-03-15 04:25:40.068908,last_7_days
aa45b162,Adidas Backpack,Accessories,63018,3.0,27,2026-03-15 04:25:40.068908,last_7_days
dd88fd6c,Samsung Galaxy S23,Cameras,56679,3.3,34,2026-03-15 04:25:40.068908,last_7_days
63a944f3,Boat Earbuds,Electronics,9493,4.6,46,2026-03-15 04:25:40.068908,last_7_days
80a946cd,iPhone 14,Electronics,26630,4.7,44,2026-03-15 04:25:40.068908,last_7_days
e2897302,Nike Shoes,Laptops,17051,4.3,53,2026-03-15 04:25:40.068908,last_7_days
34fdf99c,OnePlus 11,Electronics,74272,4.9,10,2026-03-15 04:25:40.068908,last_7_days
a66e45e7,JBL Speaker,Cameras,42747,4.2,6,2026-03-15 04:25:40.068908,last_7_days
c664a8ea,Apple Watch,Cameras,65607,4.7,23,2026-03-15 04:25:40.068908,last_7_days
8c604ef0,HP Pavilion Laptop,Accessories,4873,4.2,51,2026-03-15 04:25:40.068908,last_7_days
35921482,iPhone 13,Laptops,32425,5.0,55,2026-03-15 04:25:40.068908,last_7_days
c905e627,OnePlus 11,Mobiles,47455,4.6,20,2026-03-15 04:25:40.068908,last_7_days
80be47f5,Sony Headphones,Laptops,60536,4.3,6,2026-03-15 04:25:40.068908,last_7_days
70cead27,Canon Camera,Accessories,56372,4.4,36,2026-03-15 04:25:40.068908,last_7_days
ed127a9f,iPhone 14,Electronics,40007,4.9,54,2026-03-15 04:25:40.068908,last_7_days
1db8c04a,Smart Watch,Fashion,25172,3.6,35,2026-03-15 04:25:40.068908,last_7_days
422acbbf,Lenovo ThinkPad,Mobiles,43713,3.2,48,2026-03-15 04:25:40.068908,last_7_days
05912344,Lenovo ThinkPad,Fashion,17676,4.2,14,2026-03-15 04:25:40.068908,last_7_days
9d9c4297,Sony Headphones,Accessories,6206,4.3,28,2026-03-15 04:25:40.068908,last_7_days
dfda8cc5,Redmi Note 13,Mobiles,41865,4.9,37,2026-03-15 04:25:40.068908,last_7_days
3da09729,Samsung Galaxy S23,Cameras,53742,3.7,56,2026-03-15 04:25:40.068908,last_7_days
d6a34533,Boat Earbuds,Fashion,75509,3.7,56,2026-03-15 04:25:40.068908,last_7_days
78201761,iPhone 13,Electronics,44152,4.6,38,2026-03-15 04:25:40.068908,last_7_days
9f8a57b4,Apple Watch,Accessories,35303,4.9,55,2026-03-15 04:25:40.068908,last_7_days
ef682e1c,OnePlus 11,Fashion,27676,4.1,47,2026-03-15 04:25:40.068908,last_7_days
8b040fe8,Dell Inspiron Laptop,Accessories,31370,3.9,22,2026-03-15 04:25:40.068908,last_7_days
b5b8bb24,Smart Watch,Electronics,67772,3.8,41,2026-03-15 04:25:40.068908,last_7_days
be60d7e2,Nike Shoes,Accessories,40892,4.4,30,2026-03-15 04:25:40.068908,last_7_days
7c30752a,Smart Watch,Fashion,6880,3.5,7,2026-03-15 04:25:40.068908,last_7_days
598ac5de,OnePlus 11,Fashion,38414,3.5,51,2026-03-15 04:25:40.068908,last_7_days
3b1bd68a,Samsung Galaxy S23,Electronics,77515,4.4,40,2026-03-15 04:25:40.068908,last_7_days
ce6b3d46,Sony Headphones,Mobiles,10242,4.9,47,2026-03-15 04:25:40.068908,last_7_days
82915590,iPhone 14,Accessories,18521,4.7,19,2026-03-15 04:25:40.068908,last_7_days
79f414d2,Apple Watch,Cameras,63834,4.3,6,2026-03-15 04:25:40.068908,last_7_days
0b84a6de,Nike Shoes,Fashion,54414,3.0,38,2026-03-15 04:25:40.068908,last_7_days
ea48d1b8,Samsung Galaxy S23,Accessories,50210,3.8,35,2026-03-15 04:25:40.068908,last_7_days
932e0c59,iPhone 14,Cameras,22963,3.2,59,2026-03-15 04:25:40.068908,last_7_days
3b8e45ed,Adidas Backpack,Cameras,52878,4.9,26,2026-03-15 04:25:40.068908,last_7_days
316a69f7,Boat Earbuds,Cameras,29373,3.1,58,2026-03-14 04:25:40.149209,last_1_year
f71c4b5c,Adidas Backpack,Laptops,7547,4.0,49,2026-03-14 04:25:40.149209,last_1_year
c1fd1b64,Canon Camera,Accessories,63778,4.4,9,2026-03-14 04:25:40.149209,last_1_year
1238ca8c,Dell Inspiron Laptop,Fashion,26413,4.5,42,2026-03-14 04:25:40.149209,last_1_year
e18a2754,Lenovo ThinkPad,Accessories,10463,4.5,16,2026-03-14 04:25:40.149209,last_1_year
04e840a2,Canon Camera,Accessories,49646,3.0,40,2026-03-14 04:25:40.149209,last_1_year
a0af6bf1,Apple Watch,Laptops,9286,3.9,5,2026-03-14 04:25:40.149209,last_1_year
d1a63ca6,Sony Headphones,Laptops,66272,3.6,40,2026-03-14 04:25:40.149209,last_1_year
1a700173,JBL Speaker,Cameras,76874,3.7,47,2026-03-14 04:25:40.149209,last_1_year
bc22204d,iPhone 14,Mobiles,36116,3.1,33,2026-03-14 04:25:40.149209,last_1_year
5e085ae2,Sony Headphones,Electronics,5814,3.4,57,2026-03-14 04:25:40.111313,last_6_months
8ed780a9,Lenovo ThinkPad,Accessories,11670,3.3,11,2026-03-14 04:25:40.111313,last_6_months
6376862f,Samsung Galaxy S22,Accessories,6073,3.9,28,2026-03-14 04:25:40.111313,last_6_months
c6342eaa,Sony Headphones,Laptops,76088,4.6,54,2026-03-14 04:25:40.111313,last_6_months
0ffe24fd,HP Pavilion Laptop,Fashion,12637,3.1,52,2026-03-14 04:25:40.111313,last_6_months
d81ece13,Nike Shoes,Mobiles,14701,3.9,38,2026-03-14 04:25:40.111313,last_6_months
116eb09f,Adidas Backpack,Laptops,18745,4.9,55,2026-03-14 04:25:40.111313,last_6_months
3915424a,Boat Earbuds,Electronics,21641,4.1,17,2026-03-14 04:25:40.111313,last_6_months
ce776404,Nike Shoes,Fashion,13666,4.7,57,2026-03-14 04:25:40.111313,last_6_months
df5633cc,Boat Earbuds,Cameras,61934,3.1,16,2026-03-14 04:25:40.111313,last_6_months
f9d0b484,Samsung Galaxy S22,Fashion,24828,3.3,43,2026-03-14 04:25:40.111313,last_6_months
0c5d0a59,OnePlus 10,Accessories,73348,4.8,50,2026-03-14 04:25:40.089191,last_90_days
1096b0b5,Canon Camera,Cameras,46986,3.7,31,2026-03-14 04:25:40.089191,last_90_days
ddef462e,Dell Inspiron Laptop,Electronics,58257,3.7,18,2026-03-14 04:25:40.089191,last_90_days
f1027c61,JBL Speaker,Accessories,38440,3.6,10,2026-03-14 04:25:40.089191,last_90_days
7db246c3,Lenovo ThinkPad,Cameras,1928,4.4,18,2026-03-14 04:25:40.089191,last_90_days
7eb1c8f8,OnePlus 11,Mobiles,42817,4.7,51,2026-03-14 04:25:40.089191,last_90_days
9122a742,Realme Narzo,Mobiles,10541,3.1,33,2026-03-14 04:25:40.089191,last_90_days
a3a5be6e,OnePlus 10,Fashion,16422,3.3,33,2026-03-14 04:25:40.089191,last_90_days
a4551a18,Lenovo ThinkPad,Accessories,23991,3.3,9,2026-03-14 04:25:40.089191,last_90_days
56a74d81,Redmi Note 13,Accessories,47815,4.1,5,2026-03-14 04:25:40.089191,last_90_days
d233f92c,Redmi Note 13,Cameras,49590,3.9,51,2026-03-14 04:25:40.089191,last_90_days
4666c6c2,OnePlus 10,Laptops,17374,4.1,29,2026-03-14 04:25:40.089191,last_90_days
aa3e43bf,Boat Earbuds,Electronics,12574,3.8,9,2026-03-14 04:25:40.089191,last_90_days
fd1665b6,iPhone 14,Laptops,50930,3.6,56,2026-03-14 04:25:40.089191,last_90_days
d79b731c,Samsung Galaxy S22,Fashion,35350,4.2,5,2026-03-14 04:25:40.089191,last_90_days
bb3267dc,iPhone 13,Accessories,66902,3.6,50,2026-03-14 04:25:40.076593,last_30_days
ca3b445d,Realme Narzo,Fashion,54640,4.4,28,2026-03-14 04:25:40.076593,last_30_days
ff5c7ff6,OnePlus 10,Fashion,57274,4.6,30,2026-03-14 04:25:40.076593,last_30_days
f20106da,Apple Watch,Fashion,32715,4.3,36,2026-03-14 04:25:40.076593,last_30_days
2add8b2a,OnePlus 11,Cameras,13175,3.2,27,2026-03-14 04:25:40.076593,last_30_days
7c1816f6,OnePlus 10,Fashion,28591,4.7,46,2026-03-14 04:25:40.076593,last_30_days
9d723c07,OnePlus 11,Electronics,26753,3.7,41,2026-03-14 04:25:40.076593,last_30_days
512983d6,Apple Watch,Mobiles,14670,4.3,6,2026-03-14 04:25:40.076593,last_30_days
d2b1001a,Samsung Galaxy S22,Accessories,58737,3.8,40,2026-03-14 04:25:40.076593,last_30_days
7462e07c,HP Pavilion Laptop,Laptops,41487,3.9,12,2026-03-14 04:25:40.076593,last_30_days
eab0bf90,iPhone 14,Cameras,21068,4.0,35,2026-03-14 04:25:40.076593,last_30_days
e782a523,Nike Shoes,Fashion,522,4.7,55,2026-03-14 04:25:40.076593,last_30_days
f6d6cf5a,OnePlus 10,Accessories,18908,4.6,52,2026-03-14 04:25:40.076593,last_30_days
823bedcd,Nike Shoes,Accessories,77192,4.0,37,2026-03-14 04:25:40.076593,last_30_days
539d4685,iPhone 13,Electronics,35493,4.5,15,2026-03-14 04:25:40.076593,last_30_days
65916880,OnePlus 11,Laptops,78734,3.1,45,2026-03-14 04:25:40.076593,last_30_days
fa201fa2,OnePlus 10,Laptops,73649,3.1,57,2026-03-14 04:25:40.076593,last_30_days
d243d594,Redmi Note 13,Fashion,47849,3.8,34,2026-03-14 04:25:40.076593,last_30_days
a9d285d2,Sony Headphones,Accessories,68789,3.6,43,2026-03-14 04:25:40.076593,last_30_days
9684d621,OnePlus 10,Cameras,65297,3.9,17,2026-03-14 04:25:40.076593,last_30_days
7314e962,Boat Earbuds,Electronics,537,5.0,10,2026-03-14 04:25:40.076593,last_30_days
2f579ae9,Sony Headphones,Laptops,52105,4.7,54,2026-03-14 04:25:40.076593,last_30_days
eb77e1f5,Boat Earbuds,Laptops,62910,3.9,60,2026-03-14 04:25:40.076593,last_30_days
1ff4c39c,Nike Shoes,Mobiles,24871,4.9,23,2026-03-14 04:25:40.076593,last_30_days
5cfa559f,Lenovo ThinkPad,Laptops,57425,3.8,60,2026-03-14 04:25:40.076593,last_30_days
757a3cbd,HP Pavilion Laptop,Electronics,36057,3.1,46,2026-03-14 04:25:40.076593,last_30_days
b8a606a0,Realme Narzo,Fashion,40467,3.7,30,2026-03-14 04:25:40.076593,last_30_days
fa7fa815,Nike Shoes,Accessories,68149,4.5,8,2026-03-14 04:25:40.076593,last_30_days
39b4a898,OnePlus 10,Laptops,74620,4.7,60,2026-03-14 04:25:40.076593,last_30_days
3be0ed9a,OnePlus 10,Electronics,7717,4.3,7,2026-03-14 04:25:40.076593,last_30_days
c30d47b8,Lenovo ThinkPad,Mobiles,19514,4.2,57,2026-03-14 04:25:40.076593,last_30_days
33e070e1,Dell Inspiron Laptop,Mobiles,7384,3.3,30,2026-03-14 04:25:40.076593,last_30_days
8ddc5076,Boat Earbuds,Laptops,27971,3.9,26,2026-03-14 04:25:40.076593,last_30_days
afb3cfcc,JBL Speaker,Electronics,28833,4.9,34,2026-03-14 04:25:40.076593,last_30_days
21a7d52f,iPhone 13,Accessories,66588,3.1,38,2026-03-14 04:25:40.076593,last_30_days
77334521,Samsung Galaxy S23,Laptops,1846,4.5,55,2026-03-14 04:25:40.076593,last_30_days
a0149941,Canon Camera,Mobiles,7751,4.7,10,2026-03-14 04:25:40.076593,last_30_days
49fc50cf,Canon Camera,Fashion,49613,4.4,12,2026-03-14 04:25:40.076593,last_30_days
80c61474,iPhone 14,Laptops,66631,4.2,24,2026-03-14 04:25:40.076593,last_30_days
15fcde4e,Nike Shoes,Mobiles,6410,4.0,37,2026-03-14 04:25:40.076593,last_30_days
db09ca91,iPhone 14,Cameras,36548,3.5,13,2026-03-14 04:25:40.068908,last_7_days
0c093009,Nike Shoes,Mobiles,77897,3.8,6,2026-03-14 04:25:40.068908,last_7_days
779ae2e1,Redmi Note 13,Electronics,66737,4.2,40,2026-03-14 04:25:40.068908,last_7_days
015ebe81,Sony Headphones,Mobiles,72857,3.6,45,2026-03-14 04:25:40.068908,last_7_days
8eb46428,Apple Watch,Cameras,22931,4.1,20,2026-03-14 04:25:40.068908,last_7_days
3032813d,OnePlus 11,Cameras,21469,4.6,32,2026-03-14 04:25:40.068908,last_7_days
1a72a68a,Sony Headphones,Accessories,78604,5.0,38,2026-03-14 04:25:40.068908,last_7_days
16bf259a,Samsung Galaxy S23,Cameras,64199,4.6,53,2026-03-14 04:25:40.068908,last_7_days
f2ca1391,Realme Narzo,Electronics,25431,4.1,13,2026-03-14 04:25:40.068908,last_7_days
cf4e3342,Realme Narzo,Accessories,16213,4.9,41,2026-03-14 04:25:40.068908,last_7_days
47410a1a,Dell Inspiron Laptop,Electronics,76599,4.9,21,2026-03-14 04:25:40.068908,last_7_days
6c3222a7,Smart Watch,Accessories,75954,3.4,49,2026-03-14 04:25:40.068908,last_7_days
49e734f1,OnePlus 10,Laptops,14668,4.2,24,2026-03-14 04:25:40.068908,last_7_days
faf6708a,Adidas Backpack,Mobiles,46008,4.1,47,2026-03-14 04:25:40.068908,last_7_days
3163d65a,HP Pavilion Laptop,Electronics,53505,4.4,24,2026-03-14 04:25:40.068908,last_7_days
5818a3e6,Redmi Note 13,Cameras,28159,3.5,10,2026-03-14 04:25:40.068908,last_7_days
dca991e8,Realme Narzo,Laptops,77804,4.3,17,2026-03-14 04:25:40.068908,last_7_days
41227691,Realme Narzo,Cameras,75892,4.2,6,2026-03-14 04:25:40.068908,last_7_days
7c41f343,OnePlus 10,Laptops,54455,4.4,23,2026-03-14 04:25:40.068908,last_7_days
90fa0bbb,Realme Narzo,Mobiles,60982,4.9,46,2026-03-14 04:25:40.068908,last_7_days
bd4390ad,Dell Inspiron Laptop,Accessories,45048,4.9,37,2026-03-14 04:25:40.068908,last_7_days
b01c2da6,Smart Watch,Electronics,39751,4.8,7,2026-03-14 04:25:40.068908,last_7_days
4d83d75b,Smart Watch,Mobiles,18949,4.5,19,2026-03-14 04:25:40.068908,last_7_days
6bbb6c38,Samsung Galaxy S23,Accessories,13156,4.5,28,2026-03-14 04:25:40.068908,last_7_days
0d3ed348,Boat Earbuds,Accessories,15034,3.6,48,2026-03-14 04:25:40.068908,last_7_days
21cdd2a8,Lenovo ThinkPad,Fashion,56767,4.1,50,2026-03-14 04:25:40.068908,last_7_days
34a96920,Realme Narzo,Accessories,77684,3.8,10,2026-03-14 04:25:40.068908,last_7_days
67a48142,OnePlus 10,Cameras,65264,3.9,41,2026-03-14 04:25:40.068908,last_7_days
0fa9f9a7,Adidas Backpack,Cameras,19037,4.8,24,2026-03-14 04:25:40.068908,last_7_days
23a88a82,OnePlus 10,Laptops,59393,4.8,14,2026-03-14 04:25:40.068908,last_7_days
cbe646a6,Boat Earbuds,Electronics,4194,3.6,11,2026-03-14 04:25:40.068908,last_7_days
57b4287f,iPhone 14,Laptops,28766,4.7,40,2026-03-14 04:25:40.068908,last_7_days
67134aaf,Adidas Backpack,Cameras,44083,3.3,27,2026-03-14 04:25:40.068908,last_7_days
4202218b,Lenovo ThinkPad,Cameras,39250,3.6,43,2026-03-14 04:25:40.068908,last_7_days
dc874501,Dell Inspiron Laptop,Laptops,58993,3.4,44,2026-03-14 04:25:40.068908,last_7_days
fee0d02e,JBL Speaker,Electronics,35164,4.5,53,2026-03-14 04:25:40.068908,last_7_days
c2967b21,Redmi Note 13,Mobiles,58307,3.6,14,2026-03-14 04:25:40.068908,last_7_days
e8878c54,Boat Earbuds,Accessories,34112,4.5,18,2026-03-14 04:25:40.068908,last_7_days
5e7b89ed,Apple Watch,Cameras,77417,3.5,8,2026-03-14 04:25:40.068908,last_7_days
8625d659,OnePlus 10,Electronics,63080,3.6,20,2026-03-14 04:25:40.068908,last_7_days
68e870bc,Sony Headphones,Accessories,69728,4.4,9,2026-03-14 04:25:40.068908,last_7_days
81dc6da6,iPhone 13,Fashion,66755,3.4,39,2026-03-14 04:25:40.068908,last_7_days
8518c29f,Canon Camera,Mobiles,38129,3.8,54,2026-03-14 04:25:40.068908,last_7_days
e2c56028,Smart Watch,Laptops,12619,4.1,58,2026-03-14 04:25:40.068908,last_7_days
267d521c,OnePlus 11,Mobiles,29168,4.0,28,2026-03-14 04:25:40.068908,last_7_days
95edcaff,Dell Inspiron Laptop,Fashion,74360,4.3,16,2026-03-14 04:25:40.068908,last_7_days
c94a3d22,Sony Headphones,Cameras,45832,3.1,32,2026-03-14 04:25:40.068908,last_7_days
967a1a6e,iPhone 14,Laptops,58792,3.7,22,2026-03-14 04:25:40.068908,last_7_days
a221a955,OnePlus 11,Mobiles,25061,3.9,40,2026-03-14 04:25:40.068908,last_7_days
6a04bb0f,Nike Shoes,Electronics,75467,4.0,48,2026-03-14 04:25:40.068908,last_7_days
46ca1edf,Samsung Galaxy S22,Electronics,47031,3.3,44,2026-03-14 04:25:40.068908,last_7_days
3b9fb0cb,Samsung Galaxy S22,Cameras,19069,3.7,26,2026-03-14 04:25:40.068908,last_7_days
64dee133,iPhone 14,Laptops,14834,4.4,15,2026-03-14 04:25:40.068908,last_7_days
b1fed8b7,Adidas Backpack,Mobiles,70871,3.4,25,2026-03-14 04:25:40.068908,last_7_days
e68cce59,Realme Narzo,Laptops,15828,3.4,49,2026-03-14 04:25:40.068908,last_7_days
f1e5762e,Sony Headphones,Electronics,17041,4.6,53,2026-03-13 04:25:40.149209,last_1_year
4cc6a451,HP Pavilion Laptop,Laptops,3535,4.3,40,2026-03-13 04:25:40.149209,last_1_year
375db8bb,Sony Headphones,Mobiles,29879,3.3,53,2026-03-13 04:25:40.149209,last_1_year
4fb94cf8,iPhone 14,Cameras,72143,3.6,55,2026-03-13 04:25:40.149209,last_1_year
eb94fd89,iPhone 14,Laptops,17280,3.4,47,2026-03-13 04:25:40.149209,last_1_year
7a9b36e0,Adidas Backpack,Cameras,41040,3.4,31,2026-03-13 04:25:40.149209,last_1_year
1499cbb8,Dell Inspiron Laptop,Cameras,46376,4.9,24,2026-03-13 04:25:40.149209,last_1_year
49fbed1d,Samsung Galaxy S23,Laptops,16334,3.6,34,2026-03-13 04:25:40.149209,last_1_year
f91b26b6,Adidas Backpack,Cameras,45289,3.5,32,2026-03-13 04:25:40.149209,last_1_year
9cf2bc23,OnePlus 11,Fashion,56669,4.0,10,2026-03-13 04:25:40.111313,last_6_months
33d3112d,Boat Earbuds,Cameras,45452,4.6,28,2026-03-13 04:25:40.111313,last_6_months
96c7b331,Adidas Backpack,Accessories,16265,5.0,46,2026-03-13 04:25:40.111313,last_6_months
19c4398c,Samsung Galaxy S23,Fashion,32579,3.8,36,2026-03-13 04:25:40.111313,last_6_months
2077297c,Adidas Backpack,Cameras,43313,5.0,14,2026-03-13 04:25:40.111313,last_6_months
2946512e,Nike Shoes,Mobiles,39228,3.4,29,2026-03-13 04:25:40.111313,last_6_months
a6ed33d1,HP Pavilion Laptop,Fashion,57489,3.4,48,2026-03-13 04:25:40.111313,last_6_months
24423176,Realme Narzo,Fashion,16969,4.7,35,2026-03-13 04:25:40.111313,last_6_months
2e935db3,Sony Headphones,Fashion,35789,3.6,21,2026-03-13 04:25:40.111313,last_6_months
2e718755,Sony Headphones,Laptops,44346,3.1,34,2026-03-13 04:25:40.111313,last_6_months
64e9e151,Canon Camera,Mobiles,6114,3.2,59,2026-03-13 04:25:40.111313,last_6_months
4a2d2a2e,Smart Watch,Fashion,32301,3.4,41,2026-03-13 04:25:40.089191,last_90_days
d3753a29,Dell Inspiron Laptop,Fashion,77330,4.4,20,2026-03-13 04:25:40.089191,last_90_days
30578825,OnePlus 11,Cameras,768,4.2,5,2026-03-13 04:25:40.089191,last_90_days
d7c1b51e,Adidas Backpack,Mobiles,18736,3.3,26,2026-03-13 04:25:40.089191,last_90_days
58e96f5e,OnePlus 11,Electronics,45604,4.0,54,2026-03-13 04:25:40.089191,last_90_days
2688cba3,OnePlus 10,Fashion,36433,4.4,13,2026-03-13 04:25:40.089191,last_90_days
90265eb3,Adidas Backpack,Cameras,38597,4.7,38,2026-03-13 04:25:40.089191,last_90_days
